customer_id,last_date,recency,frequence,amount,intereval
CS4400,2014-12-28,2616,21,1466,61
CS4401,2015-03-07,2547,13,889,104
CS4402,2015-02-27,2555,17,1101,85
CS4403,2015-03-16,2538,18,1285,81
CS4404,2015-03-15,2539,18,1061,79
CS4405,2014-03-09,2910,16,1252,68
CS4406,2015-02-18,2564,16,1109,91
CS4407,2015-02-12,2570,22,1429,62
CS4408,2015-01-31,2582,14,865,103
CS4409,2014-12-30,2614,17,1388,81
CS4410,2014-11-13,2661,28,2047,47
CS4411,2015-03-11,2543,25,1803,47
CS4412,2015-03-16,2538,20,1405,61
CS4413,2015-03-05,2549,22,1491,65
CS4414,2015-02-28,2554,10,753,152
CS4415,2014-04-18,2870,18,1276,53
CS4416,2015-02-06,2576,22,1464,63
CS4417,2015-02-11,2571,26,1916,51
CS4418,2015-02-23,2559,21,1565,65
CS4419,2013-12-21,2988,16,1177,62
CS4420,2015-01-26,2587,15,1230,84
CS4421,2015-01-16,2597,23,1801,60
CS4422,2015-02-14,2568,21,1491,67
CS4423,2015-01-30,2583,12,761,119
CS4424,2015-01-19,2594,39,2933,35
CS4425,2014-11-21,2653,14,834,98
CS4426,2014-10-10,2695,21,1389,54
CS4427,2014-12-07,2637,19,1261,71
CS4428,2014-11-17,2657,18,1221,70
CS4429,2015-02-16,2566,20,1356,70
CS4430,2015-01-30,2583,16,1090,83
CS4431,2014-12-18,2626,23,1585,57
CS4432,2015-01-14,2599,15,1048,95
CS4433,2015-01-05,2608,22,1520,63
CS4434,2014-10-21,2684,14,1042,88
CS4435,2015-03-07,2547,16,1056,81
CS4436,2014-12-02,2642,12,791,76
CS4437,2015-01-22,2591,16,973,89
CS4438,2015-03-11,2543,24,1718,60
CS4439,2014-09-16,2719,12,684,99
CS4440,2014-11-19,2655,18,1266,75
CS4441,2015-03-01,2553,21,1336,63
CS4442,2015-01-11,2602,23,1679,58
CS4443,2015-01-27,2586,15,1056,95
CS4444,2015-02-01,2581,18,1051,69
CS4445,2015-02-07,2575,21,1387,68
CS4446,2015-01-27,2586,25,1973,55
CS4447,2014-11-12,2662,19,1443,62
CS4448,2015-03-15,2539,23,1525,63
CS4449,2014-10-18,2687,19,1270,56
CS4450,2015-01-26,2587,15,1078,93
CS4451,2014-12-20,2624,18,1210,70
CS4452,2014-12-10,2634,19,1296,68
CS4453,2015-02-13,2569,19,1386,75
CS4454,2014-11-07,2667,17,1125,75
CS4455,2014-08-26,2740,15,1101,78
CS4456,2014-12-16,2628,22,1701,61
CS4457,2014-12-17,2627,16,1204,80
CS4458,2014-12-31,2613,27,2025,46
CS4459,2015-03-01,2553,14,960,87
CS4460,2015-01-26,2587,19,1349,68
CS4461,2015-02-15,2567,20,1346,71
CS4462,2014-08-12,2754,21,1559,57
CS4463,2015-01-11,2602,17,1271,71
CS4464,2014-11-22,2652,13,1019,104
CS4465,2015-03-14,2540,19,1150,73
CS4466,2014-12-21,2623,20,1507,69
CS4467,2015-03-02,2552,22,1480,65
CS4468,2015-02-19,2563,18,1282,80
CS4469,2014-11-24,2650,15,1039,89
CS4470,2014-12-28,2616,24,1688,55
CS4471,2014-12-20,2624,20,1429,60
CS4472,2015-03-14,2540,16,1179,93
CS4473,2014-12-20,2624,23,1533,59
CS4474,2014-10-17,2688,25,1598,52
CS4475,2015-02-04,2578,23,1775,60
CS4476,2015-03-09,2545,19,1223,74
CS4477,2015-03-16,2538,17,1253,76
CS4478,2015-03-16,2538,19,1307,76
CS4479,2015-02-11,2571,20,1525,66
CS4480,2015-03-05,2549,17,1294,75
CS4481,2015-03-16,2538,14,920,88
CS4482,2015-02-10,2572,16,1148,90
CS4483,2015-01-28,2585,27,2057,51
CS4484,2014-12-19,2625,21,1575,64
CS4485,2015-01-10,2603,15,1043,91
CS4486,2014-12-04,2640,18,1341,66
CS4487,2015-03-15,2539,18,1339,76
CS4488,2015-03-09,2545,21,1452,59
CS4489,2014-09-17,2718,18,1292,68
CS4490,2015-03-04,2550,23,1503,62
CS4491,2015-03-07,2547,12,942,102
CS4492,2014-10-04,2701,14,1141,92
CS4493,2014-12-10,2634,18,1334,73
CS4494,2015-01-04,2609,14,992,100
CS4495,2015-03-09,2545,29,1944,47
CS4496,2015-02-21,2561,22,1506,61
CS4497,2015-03-05,2549,21,1670,66
CS4498,2015-02-17,2565,18,1223,73
CS4499,2015-03-12,2542,9,606,157
CS4500,2014-10-12,2693,20,1429,64
CS4501,2014-11-19,2655,18,1241,73
CS4502,2014-11-22,2652,14,980,91
CS4503,2015-01-15,2598,23,1605,59
CS4504,2014-12-25,2619,24,1766,52
CS4505,2014-07-16,2781,11,739,107
CS4506,2015-03-10,2544,21,1421,68
CS4507,2014-12-03,2641,18,1218,75
CS4508,2014-12-20,2624,17,1173,82
CS4509,2014-12-09,2635,18,1198,73
CS4510,2014-11-21,2653,26,1617,50
CS4511,2014-09-07,2728,21,1535,59
CS4512,2015-02-11,2571,23,1575,61
CS4513,2015-03-05,2549,17,1308,80
CS4514,2015-03-07,2547,17,1045,80
CS4515,2015-03-16,2538,21,1548,69
CS4516,2015-03-07,2547,23,1767,61
CS4517,2014-12-20,2624,28,2000,46
CS4518,2015-02-02,2580,17,1268,83
CS4519,2015-01-23,2590,11,809,118
CS4520,2015-02-22,2560,21,1412,65
CS4521,2014-12-10,2634,22,1637,60
CS4522,2015-03-06,2548,24,1699,55
CS4523,2014-08-06,2760,15,893,82
CS4524,2015-03-11,2543,23,1523,62
CS4525,2014-10-29,2676,23,1575,56
CS4526,2014-11-27,2647,22,1346,58
CS4527,2014-11-21,2653,18,1329,70
CS4528,2015-02-09,2573,14,1100,99
CS4529,2014-05-16,2842,11,756,77
CS4530,2014-12-03,2641,19,1477,70
CS4531,2015-03-12,2542,22,1532,63
CS4532,2015-01-21,2592,15,1209,91
CS4533,2015-03-05,2549,25,1457,56
CS4534,2015-03-02,2552,16,1063,86
CS4535,2015-01-04,2609,16,1095,80
CS4536,2015-01-25,2588,20,1365,69
CS4537,2014-12-27,2617,17,1175,74
CS4538,2015-02-18,2564,22,1591,62
CS4539,2014-12-25,2619,19,1341,67
CS4540,2015-03-16,2538,32,2361,42
CS4541,2015-02-20,2562,25,1582,51
CS4542,2015-03-06,2548,12,824,118
CS4543,2015-02-13,2569,24,1583,57
CS4544,2015-02-22,2560,16,1178,88
CS4545,2014-11-08,2666,11,669,121
CS4546,2015-02-02,2580,12,694,98
CS4547,2014-08-04,2762,20,1308,54
CS4548,2015-03-04,2550,15,995,98
CS4549,2015-01-16,2597,18,1293,71
CS4550,2014-10-27,2678,24,1832,54
CS4551,2015-03-01,2553,14,1007,99
CS4552,2014-12-15,2629,19,1376,65
CS4553,2015-03-10,2544,28,2081,49
CS4554,2015-03-03,2551,20,1312,69
CS4555,2015-03-02,2552,33,2331,43
CS4556,2015-02-10,2572,16,924,88
CS4557,2014-11-04,2670,15,1071,84
CS4558,2015-01-23,2590,25,1786,51
CS4559,2015-02-26,2556,13,777,111
CS4560,2015-01-13,2600,28,1972,49
CS4561,2015-01-29,2584,27,1892,51
CS4562,2015-01-08,2605,14,965,98
CS4563,2015-01-22,2591,25,1674,55
CS4564,2014-05-13,2845,22,1466,51
CS4565,2015-01-10,2603,23,1608,60
CS4566,2014-10-25,2680,15,1020,88
CS4567,2014-12-13,2631,9,574,149
CS4568,2015-01-25,2588,18,1138,76
CS4569,2014-12-12,2632,19,1205,71
CS4570,2014-11-24,2650,25,1736,52
CS4571,2015-01-08,2605,21,1416,65
CS4572,2014-12-13,2631,26,1567,52
CS4573,2014-11-29,2645,19,1367,70
CS4574,2014-03-09,2910,14,1053,73
CS4575,2015-01-11,2602,22,1451,60
CS4576,2015-02-24,2558,15,1085,98
CS4577,2015-02-02,2580,16,1335,89
CS4578,2015-01-16,2597,18,1191,76
CS4579,2015-01-13,2600,23,1744,59
CS4580,2014-07-27,2770,16,1251,77
CS4581,2015-01-18,2595,14,1153,94
CS4582,2015-03-05,2549,21,1516,65
CS4583,2014-12-20,2624,28,1988,47
CS4584,2014-10-30,2675,18,1151,66
CS4585,2015-03-16,2538,15,1115,89
CS4586,2015-03-16,2538,20,1505,71
CS4587,2014-12-29,2615,22,1657,59
CS4588,2015-01-01,2612,22,1508,59
CS4589,2015-02-28,2554,18,1146,75
CS4590,2015-01-31,2582,24,1625,55
CS4591,2015-03-16,2538,15,1084,97
CS4592,2014-11-26,2648,17,1157,80
CS4593,2015-02-17,2565,24,1760,59
CS4594,2014-12-14,2630,23,1685,59
CS4595,2014-11-30,2644,19,1376,66
CS4596,2015-02-14,2568,19,1383,69
CS4597,2015-03-14,2540,24,1520,52
CS4598,2014-12-05,2639,20,1118,64
CS4599,2015-02-10,2572,24,1638,52
CS4600,2014-12-03,2641,19,1181,69
CS4601,2015-03-14,2540,13,919,104
CS4602,2015-02-19,2563,24,1728,57
CS4603,2015-01-11,2602,30,2111,44
CS4604,2015-03-07,2547,29,2008,48
CS4605,2015-01-13,2600,17,1176,71
CS4606,2014-08-22,2744,20,1463,60
CS4607,2015-03-02,2552,18,1186,71
CS4608,2015-03-16,2538,32,2449,43
CS4609,2015-01-11,2602,28,2043,45
CS4610,2014-10-23,2682,20,1333,66
CS4611,2014-12-25,2619,23,1558,58
CS4612,2014-11-14,2660,18,1302,73
CS4613,2015-02-20,2562,21,1629,66
CS4614,2015-03-12,2542,17,1309,84
CS4615,2014-11-07,2667,24,1597,49
CS4616,2015-02-23,2559,19,1306,71
CS4617,2015-02-28,2554,28,1956,49
CS4618,2015-02-15,2567,20,1315,70
CS4619,2015-02-19,2563,15,1047,90
CS4620,2014-06-28,2799,15,1135,77
CS4621,2015-02-22,2560,17,1251,63
CS4622,2014-11-20,2654,19,1315,69
CS4623,2015-02-12,2570,23,1717,61
CS4624,2014-07-18,2779,24,1737,42
CS4625,2014-10-04,2701,28,1925,45
CS4626,2014-08-28,2738,20,1383,55
CS4627,2015-02-10,2572,23,1560,51
CS4628,2015-03-13,2541,18,1238,81
CS4629,2014-12-26,2618,19,1225,72
CS4630,2014-07-26,2771,10,704,100
CS4631,2015-02-27,2555,30,2157,46
CS4632,2015-02-03,2579,17,1315,84
CS4633,2015-02-10,2572,21,1457,68
CS4634,2015-01-07,2606,11,693,117
CS4635,2015-03-15,2539,20,1449,69
CS4636,2014-12-13,2631,16,1101,85
CS4637,2015-03-12,2542,19,1467,77
CS4638,2015-02-13,2569,24,1609,57
CS4639,2015-01-19,2594,25,1495,55
CS4640,2015-02-26,2556,29,2138,44
CS4641,2014-05-19,2839,19,1263,57
CS4642,2015-03-04,2550,22,1546,63
CS4643,2015-01-23,2590,19,1377,72
CS4644,2014-11-10,2664,14,942,95
CS4645,2014-12-14,2630,19,1293,67
CS4646,2014-11-09,2665,26,1772,43
CS4647,2015-02-08,2574,27,1955,51
CS4648,2015-02-04,2578,16,1157,89
CS4649,2015-03-09,2545,19,1286,72
CS4650,2015-01-04,2609,22,1599,60
CS4651,2015-01-29,2584,18,1258,79
CS4652,2014-12-08,2636,22,1561,57
CS4653,2015-01-05,2608,17,1103,58
CS4654,2014-09-26,2709,27,1832,47
CS4655,2014-09-24,2711,17,1245,76
CS4656,2015-02-13,2569,18,1285,79
CS4657,2015-03-16,2538,17,1257,85
CS4658,2015-03-09,2545,23,1626,63
CS4659,2015-01-30,2583,21,1422,63
CS4660,2015-03-06,2548,33,2527,42
CS4661,2015-03-16,2538,26,1769,54
CS4662,2014-12-19,2625,24,1788,56
CS4663,2014-10-22,2683,14,939,95
CS4664,2015-02-07,2575,17,1268,84
CS4665,2014-11-19,2655,18,1335,70
CS4666,2014-10-05,2700,22,1375,58
CS4667,2015-02-25,2557,13,894,108
CS4668,2014-12-26,2618,23,1698,57
CS4669,2014-12-04,2640,21,1432,64
CS4670,2015-01-25,2588,30,2214,46
CS4671,2015-01-24,2589,21,1368,61
CS4672,2015-01-20,2593,16,1153,84
CS4673,2015-02-13,2569,20,1393,71
CS4674,2014-12-19,2625,18,1468,75
CS4675,2014-03-26,2893,21,1521,50
CS4676,2015-03-04,2550,21,1526,61
CS4677,2015-02-02,2580,19,1276,74
CS4678,2014-10-18,2687,24,1581,51
CS4679,2015-02-28,2554,21,1607,67
CS4680,2014-12-13,2631,12,740,102
CS4681,2015-03-07,2547,22,1532,63
CS4682,2015-03-04,2550,21,1329,62
CS4683,2014-11-03,2671,15,1085,87
CS4684,2014-11-06,2668,17,1073,76
CS4685,2014-08-03,2763,24,1686,48
CS4686,2015-01-12,2601,23,1740,55
CS4687,2014-12-27,2617,24,1724,49
CS4688,2014-12-15,2629,20,1417,65
CS4689,2014-10-11,2694,13,852,101
CS4690,2014-11-27,2647,15,905,80
CS4691,2015-03-12,2542,22,1526,64
CS4692,2015-03-04,2550,18,1228,69
CS4693,2015-02-15,2567,17,1139,84
CS4694,2014-11-24,2650,13,953,73
CS4695,2014-10-01,2704,17,1237,69
CS4696,2015-02-24,2558,15,908,87
CS4697,2015-02-21,2561,25,1648,54
CS4698,2014-09-30,2705,17,1124,74
CS4699,2015-02-17,2565,19,1306,73
CS4700,2015-03-14,2540,18,1175,81
CS4701,2015-01-30,2583,23,1632,59
CS4702,2014-12-17,2627,25,1715,54
CS4703,2014-05-24,2834,20,1385,57
CS4704,2015-02-22,2560,20,1380,71
CS4705,2014-12-13,2631,13,985,105
CS4706,2014-09-28,2707,10,827,122
CS4707,2014-11-23,2651,22,1542,58
CS4708,2015-02-28,2554,21,1427,66
CS4709,2014-10-29,2676,17,1172,77
CS4710,2014-12-14,2630,21,1502,61
CS4711,2015-03-09,2545,23,1538,62
CS4712,2015-01-20,2593,14,1043,88
CS4713,2015-02-16,2566,24,1762,58
CS4714,2014-09-28,2707,16,1077,77
CS4715,2015-02-23,2559,19,1296,72
CS4716,2015-01-30,2583,13,970,108
CS4717,2015-01-23,2590,22,1613,61
CS4718,2014-11-01,2673,19,1354,69
CS4719,2014-09-17,2718,16,1273,78
CS4720,2014-07-31,2766,20,1187,61
CS4721,2015-03-01,2553,24,1606,59
CS4722,2015-02-23,2559,18,1250,78
CS4723,2015-03-11,2543,24,1707,59
CS4724,2014-12-16,2628,17,1044,79
CS4725,2014-12-30,2614,20,1348,50
CS4726,2015-01-26,2587,14,932,80
CS4727,2015-03-05,2549,22,1500,64
CS4728,2014-12-12,2632,14,1092,86
CS4729,2015-03-03,2551,16,1077,82
CS4730,2015-02-13,2569,21,1628,64
CS4731,2015-03-11,2543,17,1067,79
CS4732,2014-06-11,2816,16,1197,69
CS4733,2014-10-23,2682,23,1682,54
CS4734,2015-03-06,2548,19,1223,76
CS4735,2015-02-16,2566,18,1311,79
CS4736,2015-02-27,2555,14,986,88
CS4737,2015-03-10,2544,24,1668,57
CS4738,2015-01-11,2602,18,1258,76
CS4739,2015-01-13,2600,25,1818,51
CS4740,2015-01-28,2585,18,1141,73
CS4741,2015-02-27,2555,22,1629,62
CS4742,2014-10-18,2687,15,975,88
CS4743,2015-02-24,2558,16,1099,88
CS4744,2014-12-15,2629,19,1349,62
CS4745,2015-02-09,2573,22,1380,64
CS4746,2015-03-12,2542,31,2337,46
CS4747,2015-03-08,2546,11,718,136
CS4748,2015-01-12,2601,20,1525,67
CS4749,2015-02-22,2560,27,1959,51
CS4750,2014-08-30,2736,18,1266,69
CS4751,2015-03-13,2541,15,1232,94
CS4752,2015-03-03,2551,19,1162,74
CS4753,2014-11-09,2665,19,1209,66
CS4754,2014-09-27,2708,20,1423,62
CS4755,2015-03-04,2550,20,1598,67
CS4756,2015-02-27,2555,17,1196,85
CS4757,2015-03-08,2546,17,1188,81
CS4758,2015-01-28,2585,22,1388,63
CS4759,2015-01-17,2596,16,1138,72
CS4760,2015-01-31,2582,22,1707,64
CS4761,2014-11-19,2655,20,1365,65
CS4762,2015-01-09,2604,20,1313,64
CS4763,2015-02-26,2556,21,1382,66
CS4764,2015-03-15,2539,18,1396,80
CS4765,2014-11-09,2665,20,1299,62
CS4766,2015-03-15,2539,22,1605,66
CS4767,2014-09-25,2710,14,1046,83
CS4768,2015-03-15,2539,26,1721,55
CS4769,2014-12-11,2633,19,1271,70
CS4770,2014-10-18,2687,18,1134,68
CS4771,2015-03-04,2550,14,874,103
CS4772,2015-02-22,2560,19,1146,71
CS4773,2014-09-22,2713,27,2074,46
CS4774,2014-07-26,2771,18,1208,67
CS4775,2015-02-15,2567,20,1294,71
CS4776,2015-03-09,2545,22,1613,65
CS4777,2015-01-20,2593,25,1767,54
CS4778,2014-11-28,2646,18,1269,75
CS4779,2015-03-08,2546,23,1595,55
CS4780,2015-01-01,2612,17,1107,75
CS4781,2015-02-27,2555,15,1046,98
CS4782,2015-03-14,2540,17,1276,82
CS4783,2015-03-14,2540,19,1308,77
CS4784,2014-09-19,2716,23,1578,54
CS4785,2015-02-19,2563,16,1219,78
CS4786,2014-11-01,2673,17,1248,73
CS4787,2015-02-19,2563,20,1351,67
CS4788,2015-01-21,2592,19,1470,62
CS4789,2014-12-27,2617,22,1551,55
CS4790,2015-01-21,2592,19,1453,68
CS4791,2015-02-12,2570,16,1177,90
CS4792,2015-02-19,2563,20,1368,71
CS4793,2015-02-08,2574,27,1862,51
CS4794,2015-02-15,2567,23,1685,61
CS4795,2015-02-24,2558,25,1831,54
CS4796,2014-10-14,2691,18,1347,72
CS4797,2015-02-19,2563,21,1577,68
CS4798,2015-02-21,2561,27,2151,51
CS4799,2014-08-31,2735,18,1240,64
CS4800,2015-01-07,2606,23,1520,59
CS4801,2015-01-26,2587,18,1254,70
CS4802,2015-03-09,2545,20,1451,72
CS4803,2015-01-25,2588,18,1305,77
CS4804,2015-02-02,2580,25,1643,56
CS4805,2014-11-15,2659,17,1354,78
CS4806,2014-12-13,2631,18,1108,75
CS4807,2015-01-22,2591,20,1249,69
CS4808,2015-01-09,2604,24,1570,57
CS4809,2014-06-29,2798,19,1294,61
CS4810,2015-01-07,2606,21,1448,63
CS4811,2014-07-27,2770,20,1399,57
CS4812,2015-02-08,2574,15,1063,96
CS4813,2015-01-03,2610,20,1437,68
CS4814,2014-09-28,2707,19,1435,64
CS4815,2015-02-15,2567,25,1804,52
CS4816,2015-01-03,2610,18,1311,66
CS4817,2015-03-06,2548,21,1389,65
CS4818,2015-03-06,2548,13,942,92
CS4819,2014-11-29,2645,20,1457,66
CS4820,2015-03-10,2544,20,1408,72
CS4821,2015-02-28,2554,16,1161,91
CS4822,2015-02-08,2574,17,1118,84
CS4823,2014-08-02,2764,22,1555,53
CS4824,2014-10-14,2691,19,1353,60
CS4825,2015-02-28,2554,19,1407,71
CS4826,2014-12-21,2623,21,1497,64
CS4827,2015-02-23,2559,19,1242,66
CS4828,2014-07-31,2766,18,1339,63
CS4829,2015-01-11,2602,27,1870,48
CS4830,2015-02-26,2556,18,1253,73
CS4831,2015-02-24,2558,15,1010,91
CS4832,2014-12-30,2614,23,1482,57
CS4833,2014-09-21,2714,19,1262,60
CS4834,2014-03-05,2914,14,1091,78
CS4835,2015-02-12,2570,15,955,93
CS4836,2015-01-20,2593,23,1761,59
CS4837,2015-03-02,2552,20,1437,70
CS4838,2015-03-08,2546,17,1143,85
CS4839,2015-02-04,2578,24,1775,54
CS4840,2015-02-27,2555,14,999,103
CS4841,2015-03-15,2539,26,1960,55
CS4842,2015-01-28,2585,20,1319,70
CS4843,2014-11-28,2646,15,896,82
CS4844,2014-10-18,2687,26,1669,44
CS4845,2015-03-14,2540,23,1532,61
CS4846,2015-02-04,2578,27,1855,51
CS4847,2015-03-05,2549,21,1340,65
CS4848,2015-03-15,2539,18,1287,74
CS4849,2015-03-09,2545,25,1850,54
CS4850,2015-02-26,2556,17,1237,79
CS4851,2015-01-10,2603,18,1162,70
CS4852,2015-01-11,2602,23,1559,59
CS4853,2014-12-26,2618,19,1294,71
CS4854,2015-03-13,2541,18,1167,81
CS4855,2015-03-12,2542,24,1660,57
CS4856,2015-02-15,2567,16,1172,78
CS4857,2015-03-13,2541,19,1381,74
CS4858,2015-01-16,2597,28,2247,45
CS4859,2015-02-10,2572,18,1332,76
CS4860,2014-06-26,2801,23,1629,49
CS4861,2014-12-26,2618,15,1132,90
CS4862,2014-10-17,2688,26,1853,49
CS4863,2015-02-04,2578,21,1484,66
CS4864,2015-01-19,2594,18,1307,72
CS4865,2015-03-15,2539,26,1941,51
CS4866,2015-02-18,2564,19,1487,75
CS4867,2015-02-14,2568,30,2106,44
CS4868,2015-03-05,2549,27,1899,51
CS4869,2014-12-27,2617,18,1234,68
CS4870,2015-03-14,2540,19,1242,76
CS4871,2015-03-06,2548,26,2006,52
CS4872,2015-03-14,2540,22,1475,63
CS4873,2014-05-09,2849,14,1130,82
CS4874,2014-12-05,2639,21,1532,63
CS4875,2015-01-28,2585,20,1605,69
CS4876,2014-09-29,2706,23,1492,52
CS4877,2015-03-08,2546,16,1176,92
CS4878,2014-12-29,2615,22,1380,62
CS4879,2015-02-22,2560,18,1195,77
CS4880,2015-01-10,2603,20,1423,60
CS4881,2015-03-10,2544,17,1109,79
CS4882,2014-12-02,2642,16,1136,81
CS4883,2014-12-02,2642,15,1012,87
CS4884,2015-02-10,2572,19,1152,74
CS4885,2014-09-15,2720,21,1520,60
CS4886,2015-03-07,2547,20,1411,72
CS4887,2015-02-08,2574,23,1516,59
CS4888,2014-12-21,2623,21,1618,65
CS4889,2015-03-11,2543,23,1436,63
CS4890,2014-11-07,2667,17,1257,74
CS4891,2015-02-04,2578,19,1439,72
CS4892,2014-11-05,2669,22,1404,58
CS4893,2015-01-11,2602,20,1286,65
CS4894,2014-12-23,2621,12,824,118
CS4895,2015-01-28,2585,19,1197,73
CS4896,2014-10-03,2702,20,1423,63
CS4897,2015-02-05,2577,30,1999,46
CS4898,2015-02-14,2568,13,866,109
CS4899,2015-03-01,2553,19,1372,72
CS4900,2015-02-28,2554,17,1068,82
CS4901,2015-01-03,2610,23,1491,58
CS4902,2015-02-17,2565,18,1383,79
CS4903,2015-03-14,2540,26,1584,54
CS4904,2015-03-03,2551,24,1456,56
CS4905,2015-03-02,2552,23,1575,61
CS4906,2015-01-10,2603,22,1644,58
CS4907,2015-01-12,2601,19,1344,70
CS4908,2014-10-19,2686,24,1842,52
CS4909,2015-01-07,2606,17,1290,81
CS4910,2014-10-30,2675,18,1252,73
CS4911,2014-11-06,2668,15,1069,89
CS4912,2015-03-06,2548,19,1545,77
CS4913,2014-12-15,2629,16,1047,73
CS4914,2014-11-03,2671,21,1471,62
CS4915,2015-02-20,2562,23,1541,57
CS4916,2015-01-18,2595,21,1484,65
CS4917,2015-01-25,2588,20,1392,67
CS4918,2014-10-28,2677,22,1561,58
CS4919,2013-12-03,3006,13,863,71
CS4920,2015-01-26,2587,17,1173,82
CS4921,2015-03-10,2544,12,908,100
CS4922,2015-02-28,2554,16,1117,82
CS4923,2014-08-05,2761,18,1064,59
CS4924,2014-11-25,2649,23,1527,57
CS4925,2014-12-19,2625,21,1316,64
CS4926,2015-01-31,2582,16,1167,88
CS4927,2015-01-27,2586,20,1401,68
CS4928,2015-02-07,2575,18,1318,75
CS4929,2015-02-01,2581,25,1624,55
CS4930,2015-02-08,2574,20,1440,69
CS4931,2015-02-28,2554,29,2246,49
CS4932,2014-10-10,2695,26,1840,48
CS4933,2014-07-16,2781,16,1040,75
CS4934,2014-10-08,2697,24,1865,53
CS4935,2014-12-03,2641,21,1575,64
CS4936,2015-02-03,2579,25,1669,54
CS4937,2014-12-18,2626,16,1152,84
CS4938,2015-03-15,2539,15,1057,96
CS4939,2014-11-29,2645,29,2088,43
CS4940,2015-02-06,2576,15,1109,96
CS4941,2015-02-26,2556,22,1434,65
CS4942,2014-10-05,2700,19,1484,63
CS4943,2015-02-27,2555,19,1338,71
CS4944,2015-02-18,2564,27,2062,52
CS4945,2015-01-25,2588,23,1603,58
CS4946,2015-02-08,2574,21,1548,67
CS4947,2015-01-31,2582,11,834,134
CS4948,2015-02-09,2573,18,1287,78
CS4949,2015-02-28,2554,21,1365,67
CS4950,2015-02-17,2565,12,863,124
CS4951,2014-12-11,2633,20,1488,63
CS4952,2014-11-25,2649,25,1888,51
CS4953,2014-09-21,2714,21,1381,58
CS4954,2015-03-15,2539,20,1364,70
CS4955,2015-02-27,2555,25,1799,51
CS4956,2015-02-19,2563,18,1395,80
CS4957,2015-01-19,2594,23,1634,57
CS4958,2015-01-31,2582,14,812,88
CS4959,2014-07-19,2778,23,1768,51
CS4960,2014-12-22,2622,18,1216,74
CS4961,2015-02-24,2558,21,1365,65
CS4962,2015-02-05,2577,25,1774,49
CS4963,2015-01-28,2585,19,1243,74
CS4964,2015-02-07,2575,20,1237,67
CS4965,2015-02-12,2570,27,1790,50
CS4966,2014-10-26,2679,23,1504,55
CS4967,2015-02-04,2578,25,1818,56
CS4968,2015-03-08,2546,18,1278,81
CS4969,2015-02-20,2562,18,1295,75
CS4970,2015-02-16,2566,23,1712,61
CS4971,2015-02-21,2561,19,1367,72
CS4972,2014-12-31,2613,21,1433,54
CS4973,2014-12-30,2614,23,1626,59
CS4974,2014-09-27,2708,19,1273,67
CS4975,2014-11-20,2654,11,777,115
CS4976,2015-02-15,2567,19,1424,76
CS4977,2014-12-31,2613,22,1566,62
CS4978,2014-02-27,2920,10,675,110
CS4979,2015-01-09,2604,17,1104,77
CS4980,2015-02-13,2569,22,1564,64
CS4981,2015-02-18,2564,25,1703,56
CS4982,2014-08-27,2739,12,754,101
CS4983,2015-03-08,2546,18,1406,60
CS4984,2014-12-31,2613,18,1060,77
CS4985,2015-02-26,2556,21,1468,62
CS4986,2015-03-10,2544,16,1013,86
CS4987,2015-02-05,2577,16,1098,77
CS4988,2014-12-21,2623,20,1433,66
CS4989,2015-02-24,2558,15,918,96
CS4990,2014-12-06,2638,20,1406,54
CS4991,2015-03-02,2552,15,1143,97
CS4992,2014-12-29,2615,20,1350,68
CS4993,2015-02-20,2562,26,1765,54
CS4994,2015-02-27,2555,18,1216,77
CS4995,2014-11-18,2656,20,1331,66
CS4996,2015-02-17,2565,25,1635,56
CS4997,2014-06-29,2798,15,1074,75
CS4998,2015-03-07,2547,34,2358,40
CS4999,2014-12-11,2633,11,788,128
CS5000,2015-02-11,2571,19,1408,74
CS5001,2015-02-15,2567,22,1593,65
CS5002,2015-01-04,2609,11,815,128
CS5003,2014-12-30,2614,16,1207,86
CS5004,2014-12-26,2618,18,1302,75
CS5005,2015-02-19,2563,17,1146,82
CS5006,2015-02-02,2580,24,1651,56
CS5007,2015-02-10,2572,24,1518,52
CS5008,2015-01-08,2605,16,1159,88
CS5009,2015-01-02,2611,16,1067,85
CS5010,2015-02-27,2555,24,1698,58
CS5011,2014-12-27,2617,20,1480,67
CS5012,2014-12-18,2626,24,1602,57
CS5013,2014-11-01,2673,18,1298,62
CS5014,2015-01-29,2584,21,1342,62
CS5015,2014-10-02,2703,22,1423,56
CS5016,2015-03-12,2542,25,1701,58
CS5017,2015-03-01,2553,18,1255,74
CS5018,2014-12-31,2613,25,1628,52
CS5019,2014-12-13,2631,20,1338,65
CS5020,2014-05-22,2836,9,572,101
CS5021,2014-10-14,2691,20,1341,65
CS5022,2014-10-20,2685,15,1209,85
CS5023,2015-02-03,2579,22,1713,64
CS5024,2014-08-31,2735,18,1214,69
CS5025,2014-12-27,2617,28,1973,48
CS5026,2014-09-20,2715,30,2098,41
CS5027,2015-03-14,2540,22,1586,66
CS5028,2015-02-25,2557,29,2098,48
CS5029,2014-12-23,2621,16,1162,81
CS5030,2014-11-08,2666,16,1028,84
CS5031,2015-01-15,2598,24,1585,57
CS5032,2015-02-17,2565,23,1763,62
CS5033,2014-12-14,2630,22,1687,58
CS5034,2015-01-04,2609,17,1130,83
CS5035,2015-01-12,2601,14,1037,82
CS5036,2014-10-04,2701,20,1292,63
CS5037,2015-03-12,2542,15,1149,88
